name,diagnosis_times,diagnosis_sizes
collector_5_in_v1_missing_assumption	[0.000000,0.265603,0.167923,0.039141,0.203919,0.257128,0.295778,0.312605,0.294483,0.317167,0.304876,0.309011,0.273351,0.29983,0.531049,0.340525,0.2847,0.354806,0.290805,0.308831,0.329199,0.296,0.277072,0.334113,0.294995,0.373727,0.307366,0.354018,0.664837,0.401355,0.31383,0.399518,0.371826,0.337999,0.331596,0.381444,0.283064,0.253204,0.285877,0.210802,0.245361,0.255677,0.020546]	[0,28346,20056,13571,13571,10361,10361,8973,7224,6380,6380,5784,4577,4153,4153,3882,3345,3131,3131,3005,2902,2795,2795,2730,722,508,508,460,438,394,394,358,341,339,339,325,320,208,194,194,189,183,8]
genbuf_1_sndrs_no_automaton_missing_assumption	[0.000000,0.001837,0.001503,0.001409,0.001372,0.001359]	[0,145,109,69,50,48]
genbuf_1_sndrs_no_automaton_missing_assumption	[0.000000,0.001152,0.001014,0.000896,0.000854,0.000857]	[0,145,109,69,50,48]
genbuf_1_sndrs_no_automaton_missing_assumption	[0.000000,0.001114,0.001196,0.000874,0.000822,0.000831]	[0,145,109,69,50,48]
genbuf_1_sndrs_no_automaton_missing_assumption	[0.000000,0.001407,0.001731,0.001573,0.001483,0.001559]	[0,145,109,69,50,48]
genbuf_1_sndrs_no_automaton_missing_assumption	[0.000000,0.001408,0.001246,0.001248,0.001074,0.001000]	[0,145,109,69,50,48]
genbuf_2_sndrs_no_automaton_missing_assumption	[0.000000,0.365798,0.740439,0.998943,1.119971,0.776633,0.881971,0.726421,0.446826,0.471481,0.356943,0.208626,0.509604,0.457952,0.472869,0.716113,0.651122,0.552428,0.482362,0.625697,0.770096,0.817664,0.580519,0.497757,0.442453,0.530111,0.609705,0.591893,0.469219,0.436201,0.408908,0.475059,0.384587,0.279366,0.276344,0.190048,0.202549,0.134632,0.150942,0.144510]	[0,14559,14559,13046,11365,11365,9815,8092,8092,7068,6146,6146,6146,5104,5054,4555,4555,4342,4342,4331,4331,3948,3948,3745,3745,3745,3717,2950,2950,2904,2904,2894,2888,2455,2414,2411,2167,2167,1938,1294]
genbuf_2_sndrs_no_automaton_missing_assumption	[0.000000,0.218487,0.589429,0.846592,0.814702,0.521586,0.663464,0.653057,0.438546,0.469001,0.344164,0.200589,0.508291,0.429301,0.405899,0.74452,0.634459,0.532772,0.484836,0.645966,0.727839,0.700419,0.541027,0.457735,0.453742,0.542003,0.644441,0.576357,0.404749,0.394134,0.381523,0.447446,0.362341,0.257996,0.250763,0.184137,0.181442,0.119337,0.177726,0.159611]	[0,14559,14559,13046,11365,11365,9815,8092,8092,7068,6146,6146,6146,5104,5054,4555,4555,4342,4342,4331,4331,3948,3948,3745,3745,3745,3717,2950,2950,2904,2904,2894,2888,2455,2414,2411,2167,2167,1938,1294]
genbuf_2_sndrs_no_automaton_missing_assumption	[0.000000,0.245503,0.668474,1.206082,1.101912,0.766615,0.868709,0.752835,0.486726,0.662414,0.447172,0.291882,0.637435,0.718849,0.569845,0.830564,0.658482,0.566121,0.478702,0.5589,0.572075,0.731282,0.760356,0.464363,0.663291,0.61897,0.801575,1.137977,0.538634,0.79045,0.428866,0.46368,0.381217,0.268592,0.259904,0.180117,0.200977,0.119817,0.157611,0.130885]	[0,14559,14559,13046,11365,11365,9815,8092,8092,7068,6146,6146,6146,5104,5054,4555,4555,4342,4342,4331,4331,3948,3948,3745,3745,3745,3717,2950,2950,2904,2904,2894,2888,2455,2414,2411,2167,2167,1938,1294]
genbuf_3_sndrs_no_automaton_missing_assumption	[0.000000,42.986352,20.302351,51.993017,93.604527,87.123398,254.603751,274.23629,240.648266,159.108309,297.403593,157.339738,187.75212,150.064758,83.321145,83.063193,108.354712,133.488253,109.170288,124.051187,141.861118,128.230305,78.128013,76.998071,94.13122,145.667583,148.712277,126.164613,167.097184,291.315304,292.492257,84.193061,60.917074,57.674326,71.769617,71.02611,82.170242,88.189473,81.819874,87.260074,101.854622,43.746592,49.631287,55.447127,59.908907,54.899662,135.285118,150.375405,171.806867,172.572508,156.217548,195.084438,197.108895,83.771059,98.001588,129.323797,124.269179,120.810497,187.191928,107.863988,66.58107,74.221507,76.770374,75.179411,29.381235,33.93816,47.87449,46.314991,50.569704,73.353721,84.328482,144.472688,209.224443,193.839755,74.672219,88.3538,182.765594,152.653826,192.664688,202.946696,145.53866,101.76412,71.295429,67.773918,69.812186,64.882351,63.960518,84.15654,91.49145,88.183947,66.006418,72.426535,59.558281,59.559516,55.00256,56.28425,48.451637,62.227587,47.82774,48.79986,42.069582,43.780515,38.944105,40.312336,34.063537,35.032237,34.685703,34.085941,29.790728,25.201651,26.224454,28.941739,24.628123,20.774833,17.5721,13.590785,16.968037,12.766835,12.66594,2.514051]	[0,259197,200166,200166,200166,188125,188125,181517,175632,170026,164962,159264,155043,155043,148083,145041,140588,134659,132093,128669,121965,121965,117367,113934,111577,110579,103712,100086,98937,96854,96854,94729,93933,91957,91161,89484,88354,86006,84588,84330,84330,80594,80261,79143,77607,75549,73182,71787,70516,69574,69501,69176,69176,67563,66973,66793,66481,66481,63134,63068,62898,61542,61479,61479,61419,61370,61214,61176,61100,61036,58777,57379,57139,57139,56355,56031,54583,54561,54544,54465,53593,53576,52053,52053,52031,52020,52020,52011,51996,51996,49341,49341,49103,49093,49093,49076,49076,45129,44910,44138,44132,44126,44120,41537,41537,39038,36356,36350,36017,36001,36001,35995,35988,35653,35653,35653,35552,35552,35546,2539]
genbuf_1_sndrs_no_automaton_removed_env_safety	[0.000000,0.002959,0.007474,0.002026,0.00381,0.003865,0.001592,0.003856,0.003374,0.001443]	[0,530,294,187,151,96,90,71,12,8]
genbuf_1_sndrs_no_automaton_removed_env_safety	[0.000000,0.002685,0.006163,0.001333,0.002915,0.003258,0.00118,0.003071,0.002944,0.001002]	[0,530,294,187,151,96,90,71,12,8]
genbuf_1_sndrs_no_automaton_removed_env_safety	[0.000000,0.002452,0.006763,0.001691,0.002966,0.003225,0.00113,0.003099,0.002882,0.000987]	[0,530,294,187,151,96,90,71,12,8]
genbuf_1_sndrs_no_automaton_removed_env_safety	[0.000000,0.002297,0.004312,0.00171,0.004679,0.003304,0.001176,0.003121,0.002973,0.001151]	[0,530,294,187,151,96,90,71,12,8]
genbuf_1_sndrs_no_automaton_removed_env_safety	[0.000000,0.003303,0.005559,0.001415,0.00309,0.003273,0.001131,0.003057,0.002912,0.001035]	[0,530,294,187,151,96,90,71,12,8]
genbuf_2_sndrs_no_automaton_removed_env_safety	[0.000000,70.813935,0.585649,1.636457,65.262828,58.813145,3.14826,82.226844,91.168256,43.801655,36.240204,28.666878,43.668423,60.207849,55.64574,49.218176,50.60136,59.226687,58.281629,29.222168,29.13415,27.596999,28.038106,27.161337,25.506359,25.132594,24.894731,28.218406,24.202921,4.790821,21.940005,21.370776,19.408862,21.758955,13.650793,10.659948,12.163551,11.239899,11.878211,12.623152,5.479402,17.203432,16.918553,16.545809,16.605011,15.687278,15.504173,17.314995,16.016075,16.230266,15.333755,6.910977,14.249876,14.578298,15.246465,15.085194,15.228366,14.689892,16.844714,17.112738,17.648267,16.389538,12.842742,17.35075,9.806436,13.532465,14.702158,12.54782,13.063068,14.423124,12.812182,14.003496,13.549802,12.707086,13.935766,14.007673,14.400496,11.093541,9.327605,8.642961,8.076982,9.079525,8.92096,8.585692,8.500201,8.230288,8.304357,7.942772,8.206289,8.129738,8.065762,8.195829,7.528134,8.240154,8.449082,8.395085,6.563062,5.41575,7.337443,7.246864,7.052927,6.935526,6.194998,6.66088,6.620531,6.440914,6.298323,6.134635,6.238477,6.310626,6.193948,6.205098,6.191696,6.386514,6.269149,6.212396,6.184106,6.103561,6.066814,6.087735,5.890313,5.832424,5.623372,5.592084,5.524347,5.504595,5.174205,5.528653,5.468736,5.39212,5.582874,5.060452,4.600519,5.279986,5.460809,4.926515,4.298495,3.439963,3.687912,4.518926,4.760979,4.481894,4.445172,4.730994,4.311813,4.145207,4.205121,4.392402,4.205114,4.112315,4.098443,3.948541,3.98105,3.758479,3.596747,3.423627,3.789016,4.08597,5.667978,5.479062,5.302155,4.218867,5.092014,4.591972,4.451388,4.682463,3.886605,3.610948,3.984482,3.096261,3.56583,3.345763,3.9894,4.560505,3.324521,1.802139,3.16355,3.241305,3.05723,2.875964,2.752896,2.708683,2.54003,2.397338,2.469667,2.258547,2.157859,1.975392,1.903405,1.690119,1.807113,1.657978,1.472251,1.262385,1.370083,1.174476,0.951421,0.886051]	[0,57533,57533,57533,53187,48572,48572,46371,42726,42726,41276,39307,38220,37276,35559,34389,32626,30805,28129,28129,27563,26758,25941,25219,22972,22066,21199,20303,19706,19706,19583,18899,18518,18125,17181,16618,16099,15450,14887,14348,14348,14240,14132,13868,13763,13584,13414,13112,12867,12673,12563,12563,11982,11928,11778,11724,11667,11392,11312,11170,11085,10571,10261,10241,10241,10121,10074,10030,9659,9614,9577,9550,9526,9496,9466,9423,9380,9331,9244,9199,9154,9109,8729,8699,8337,8312,8312,8312,8236,8221,8155,8102,8052,7991,7808,7697,7652,7652,7571,7540,7454,7325,7305,7156,7136,7121,7109,6908,6896,6855,6713,6692,6667,6647,6627,6588,6573,6558,6372,6265,6164,6033,6008,6003,5967,5930,5793,5774,5754,5716,5688,5657,5647,5542,5282,5244,5212,5200,5200,5162,5148,5093,5087,5071,5059,5018,5012,5002,4956,4934,4918,4913,4783,4748,4712,4467,3965,3835,3797,3787,3782,3757,3739,3284,3275,3241,3197,3180,3106,3096,2737,2713,2674,2643,2557,2557,2548,2548,2545,2545,2545,2542,2542,2542,2519,2519,2384,2384,2247,2247,2174,2157,2118,2118,2109,2084,2084,1984]
exploration-robot-v1_6_missing_assumption	[0.000000,0.011266]	[0,30]
exploration-robot-v1_6_missing_assumption	[0.000000,0.010862]	[0,30]
exploration-robot-v1_6_missing_assumption	[0.000000,0.005738]	[0,30]
exploration-robot-v1_6_missing_assumption	[0.000000,0.002365]	[0,30]
exploration-robot-v1_6_missing_assumption	[0.000000,0.002223]	[0,30]
exploration-robot-v1_6_missing_assumption	[0.000000,0.001804]	[0,30]
exploration-robot-v1_6_missing_assumption	[0.000000,0.001753]	[0,30]
exploration-robot-v1_9_missing_assumption	[0.000000,0.012066,0.019554,0.012623,0.001439,0.001326]	[0,606,578,565,117,116]
exploration-robot-v1_9_missing_assumption	[0.000000,0.018154,0.022304,0.016805,0.001395,0.002106]	[0,606,578,565,117,116]
exploration-robot-v1_9_missing_assumption	[0.000000,0.01971,0.028048,0.020977,0.001558,0.001451]	[0,606,578,565,117,116]
exploration-robot-v1_12_missing_assumption	[0.000000,0.058855,0.075543,0.058875,0.080736,0.003180]	[0,1093,1055,1039,1029,202]
exploration-robot-v1_12_missing_assumption	[0.000000,0.059811,0.075562,0.055695,0.072205,0.002917]	[0,1093,1055,1039,1029,202]
exploration-robot-v1_12_missing_assumption	[0.000000,0.062802,0.074779,0.059329,0.073143,0.003076]	[0,1093,1055,1039,1029,202]
exploration-robot-v1_15_missing_assumption	[0.000000,0.035399]	[0,365]
exploration-robot-v1_15_missing_assumption	[0.000000,0.036678]	[0,365]
exploration-robot-v1_15_missing_assumption	[0.000000,0.034215]	[0,365]
exploration-robot-v1_18_missing_assumption	[0.000000,0.059473]	[0,512]
exploration-robot-v1_18_missing_assumption	[0.000000,0.096950]	[0,512]
exploration-robot-v1_18_missing_assumption	[0.000000,0.059391]	[0,512]
exploration-robot-v1_21_missing_assumption	[0.000000,0.423841,0.799903,0.461621,0.438559,0.40984,0.099348]	[0,3417,3353,3322,3311,3305,775]
exploration-robot-v1_21_missing_assumption	[0.000000,0.428999,0.453229,0.466765,0.432745,0.408867,0.128077]	[0,3417,3353,3322,3311,3305,775]
exploration-robot-v1_21_missing_assumption	[0.000000,0.433812,0.449727,0.458719,0.445812,0.430084,0.098134]	[0,3417,3353,3322,3311,3305,775]
exploration-robot-v1_24_missing_assumption	[0.000000,0.761819,1.056647,0.810579,0.72192,0.817299,0.054465]	[0,4480,4405,4367,4351,4341,970]
exploration-robot-v1_24_missing_assumption	[0.000000,0.930347,0.85713,1.020024,0.719727,0.806906,0.047715]	[0,4480,4405,4367,4351,4341,970]
exploration-robot-v1_24_missing_assumption	[0.000000,1.051851,0.782995,0.813589,0.711276,0.784727,0.045426]	[0,4480,4405,4367,4351,4341,970]
exploration-robot-v1_27_missing_assumption	[0.000000,0.251774]	[0,1301]
exploration-robot-v1_27_missing_assumption	[0.000000,0.197630]	[0,1301]
exploration-robot-v1_27_missing_assumption	[0.000000,0.282153]	[0,1301]
exploration-robot-v1_30_missing_assumption	[0.000000,0.270820]	[0,1568]
exploration-robot-v1_30_missing_assumption	[0.000000,0.297090]	[0,1568]
exploration-robot-v1_30_missing_assumption	[0.000000,0.297375]	[0,1568]
genbuf_1_sndrs_no_automaton_missing_assumption	[0.000000,0.001519,0.001235,0.001097,0.00104,0.001039]	[0,145,109,69,50,48]
genbuf_1_sndrs_no_automaton_missing_assumption	[0.000000,0.000957,0.000818,0.000712,0.000679,0.000688]	[0,145,109,69,50,48]
genbuf_1_sndrs_no_automaton_missing_assumption	[0.000000,0.001084,0.000917,0.000816,0.000773,0.000766]	[0,145,109,69,50,48]
genbuf_1_sndrs_no_automaton_missing_assumption	[0.000000,0.001125,0.001083,0.00086,0.000775,0.000770]	[0,145,109,69,50,48]
genbuf_1_sndrs_no_automaton_missing_assumption	[0.000000,0.001148,0.001037,0.001084,0.001001,0.000793]	[0,145,109,69,50,48]
genbuf_2_sndrs_no_automaton_missing_assumption	[0.000000,0.33001,0.792408,1.193586,1.13326,0.726728,0.972103,0.881069,0.57668,0.591098,0.477451,0.26572,0.646641,0.518186,0.499936,0.898608,0.704777,0.544948,0.506005,0.678956,0.759644,0.823294,0.580439,0.497517,0.440407,0.549731,0.648192,0.625408,0.478621,0.41878,0.409925,0.486568,0.389944,0.288373,0.278282,0.188133,0.203787,0.129241,0.156706,0.134705]	[0,14559,14559,13046,11365,11365,9815,8092,8092,7068,6146,6146,6146,5104,5054,4555,4555,4342,4342,4331,4331,3948,3948,3745,3745,3745,3717,2950,2950,2904,2904,2894,2888,2455,2414,2411,2167,2167,1938,1294]
genbuf_2_sndrs_no_automaton_missing_assumption	[0.000000,0.316487,0.781586,1.167465,1.1067,0.717818,0.919612,0.864257,0.567535,0.582251,0.43829,0.253481,0.626376,0.499097,0.47644,0.881434,0.681655,0.518893,0.479733,0.663823,0.731809,0.793976,0.552271,0.47127,0.414275,0.525462,0.62938,0.595849,0.445041,0.387546,0.38845,0.465264,0.363211,0.254826,0.258331,0.182658,0.191165,0.120185,0.147847,0.120266]	[0,14559,14559,13046,11365,11365,9815,8092,8092,7068,6146,6146,6146,5104,5054,4555,4555,4342,4342,4331,4331,3948,3948,3745,3745,3745,3717,2950,2950,2904,2904,2894,2888,2455,2414,2411,2167,2167,1938,1294]
genbuf_2_sndrs_no_automaton_missing_assumption	[0.000000,0.312502,0.782851,1.169179,1.098032,0.717955,0.913305,0.883746,0.574958,0.589612,0.440258,0.274391,0.633211,0.503583,0.474691,0.878145,0.677244,0.519385,0.479042,0.648896,0.740173,0.79368,0.556685,0.459224,0.413781,0.528203,0.614963,0.600335,0.448347,0.394714,0.384381,0.472321,0.364886,0.255581,0.255083,0.174849,0.19329,0.121038,0.147118,0.119143]	[0,14559,14559,13046,11365,11365,9815,8092,8092,7068,6146,6146,6146,5104,5054,4555,4555,4342,4342,4331,4331,3948,3948,3745,3745,3745,3717,2950,2950,2904,2904,2894,2888,2455,2414,2411,2167,2167,1938,1294]
genbuf_2_sndrs_no_automaton_missing_assumption	[0.000000,0.334687,0.202723,0.17292,0.120085,0.283236,0.44094,0.364736,0.231582,0.380208,0.336035,0.196849,0.301567,0.270552,0.191641,0.281064,0.314962,0.137039,0.193202,0.076991,0.010349,0.010327]	[0,14577,10784,9008,6099,6099,5725,5083,5083,3623,3583,3583,3583,3236,3236,3233,2425,2425,2380,1753,613,610]
genbuf_2_sndrs_no_automaton_missing_assumption	[0.000000,0.315682,0.783645,1.164043,1.104773,0.720641,0.92671,0.872539,0.561859,0.584505,0.440293,0.250279,0.629211,0.505101,0.4754,0.883581,0.680766,0.517831,0.486398,0.69138,0.744085,0.794085,0.557173,0.459372,0.412525,0.5243,0.6158,0.591636,0.450987,0.388784,0.387032,0.467729,0.370283,0.255703,0.253332,0.173045,0.18917,0.11884,0.146189,0.121592]	[0,14559,14559,13046,11365,11365,9815,8092,8092,7068,6146,6146,6146,5104,5054,4555,4555,4342,4342,4331,4331,3948,3948,3745,3745,3745,3717,2950,2950,2904,2904,2894,2888,2455,2414,2411,2167,2167,1938,1294]
genbuf_3_sndrs_no_automaton_missing_assumption	[0.000000,30.918697,18.198461,64.532655,115.97832,109.578123,184.983263,141.23977,151.199918,143.943808,167.084003,180.025153,214.827586,190.771241,108.551328,108.868916,136.812028,151.069218,138.265263,165.711278,179.793244,163.57865,97.690214,94.342709,118.048825,112.489918,124.763146,120.602845,139.22732,150.507606,152.261532,70.80799,75.514762,73.396526,91.211395,89.875547,100.771078,107.415487,100.074458,106.448804,124.123308,52.286912,60.560864,68.489657,70.788825,64.407849,82.647674,76.013417,88.788582,85.964585,92.216052,103.113733,97.234004,41.625044,48.411398,63.483567,62.351364,68.777191,94.568761,74.822326,79.27891,90.188014,93.050925,86.273505,34.769145,40.969199,58.050194,56.177443,61.898925,90.050282,102.30286,100.53938,105.076209,97.482351,37.468524,44.925995,95.163617,93.32961,103.523829,102.074911,87.250521,101.991167,92.688367,87.53289,91.031461,83.109536,83.167549,109.904712,105.951221,109.491485,81.933092,88.808258,72.958388,81.950165,71.43349,74.211079,61.718097,68.407326,60.101285,61.993582,52.951328,55.348069,49.175467,51.81205,43.981458,44.38006,44.148191,43.166417,37.754944,32.219245,33.39919,36.915672,31.789485,27.337766,22.655355,17.578567,21.617255,16.291056,16.299547,3.163885]	[0,259197,200166,200166,200166,188125,188125,181517,175632,170026,164962,159264,155043,155043,148083,145041,140588,134659,132093,128669,121965,121965,117367,113934,111577,110579,103712,100086,98937,96854,96854,94729,93933,91957,91161,89484,88354,86006,84588,84330,84330,80594,80261,79143,77607,75549,73182,71787,70516,69574,69501,69176,69176,67563,66973,66793,66481,66481,63134,63068,62898,61542,61479,61479,61419,61370,61214,61176,61100,61036,58777,57379,57139,57139,56355,56031,54583,54561,54544,54465,53593,53576,52053,52053,52031,52020,52020,52011,51996,51996,49341,49341,49103,49093,49093,49076,49076,45129,44910,44138,44132,44126,44120,41537,41537,39038,36356,36350,36017,36001,36001,35995,35988,35653,35653,35653,35552,35552,35546,2539]
