step,time,size
1,0.001235,216
2,0.001679,138
3,0.001483,108
4,0.002175,108
5,0.003012,93
6,0.001871,73
7,0.001227,73
8,0.001679,52
9,0.001424,44
10,0.001294,44
11,0.001514,32
12,0.001693,30
13,0.001359,30
14,0.002073,26
15,0.000494 ,10 
