step,time,size
1,0.001834,659
2,0.007459,659
3,0.006009,521
4,0.005003,325
5,0.006668,325
6,0.009205,245
7,0.00704,245
8,0.008392,215
9,0.008087,215
10,0.013535,188
11,0.008066,188
12,0.014692,171
13,0.009569,150
14,0.006137,146
15,0.007696,113
16,0.001455,74
17,0.001366,61
18,0.003844,56
19,0.001382 ,14 
